id,type,primary_title,original_title,primary_image,rating,start_year
tt1490017,movie,The Lego Movie,The Lego Movie,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTg4MDk1ODExN15BMl5BanBnXkFtZTgwNzIyNjg3MDE@._V1_.jpg', 'width': 1382, 'height': 2048}","{'aggregate_rating': 7.7, 'votes_count': 403988}",2014
tt0253556,movie,Reign of Fire,Reign of Fire,"{'url': 'https://m.media-amazon.com/images/M/MV5BYTFkMGVmZTUtMzcyMC00ZTBkLWExNzAtNTVmYTE3MjIzOTk1XkEyXkFqcGc@._V1_.jpg', 'width': 992, 'height': 1480}","{'aggregate_rating': 6.2, 'votes_count': 149776}",2002
tt1045778,movie,Year One,Year One,"{'url': 'https://m.media-amazon.com/images/M/MV5BZTJkZmZkNDUtYjA2OS00OTViLThhMjYtOWZhMGVkODFhMWU2XkEyXkFqcGc@._V1_.jpg', 'width': 1525, 'height': 2260}","{'aggregate_rating': 4.9, 'votes_count': 106888}",2009
tt0473705,movie,State of Play,State of Play,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTI1MTQ4MDIwMl5BMl5BanBnXkFtZTcwNzgxOTc0Mg@@._V1_.jpg', 'width': 1013, 'height': 1500}","{'aggregate_rating': 7.1, 'votes_count': 164310}",2009
tt0056775,tvSeries,My Favorite Martian,My Favorite Martian,"{'url': 'https://m.media-amazon.com/images/M/MV5BOGI0YzllZmItZmI5ZS00NWFiLWJjOTctMmFjMjQxZjY3MDZhXkEyXkFqcGc@._V1_.jpg', 'width': 780, 'height': 1147}","{'aggregate_rating': 7.2, 'votes_count': 3228}",1963,1966
tt0762125,movie,Planet 51,Planet 51,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTUyOTAyNTA5Ml5BMl5BanBnXkFtZTcwODU2OTM0Mg@@._V1_.jpg', 'width': 508, 'height': 755}","{'aggregate_rating': 6, 'votes_count': 60411}",2009
tt0138524,movie,Intolerable Cruelty,Intolerable Cruelty,"{'url': 'https://m.media-amazon.com/images/M/MV5BMzgwY2RlYzMtOGNhMi00NzcyLTg1M2YtMzZiYTNiNjdjYjIyXkEyXkFqcGc@._V1_.jpg', 'width': 1336, 'height': 2048}","{'aggregate_rating': 6.3, 'votes_count': 104079}",2003
tt1226273,movie,Edge of Darkness,Edge of Darkness,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTczMDk5MTg5Ml5BMl5BanBnXkFtZTcwOTYyMjE5Mg@@._V1_.jpg', 'width': 1166, 'height': 1728}","{'aggregate_rating': 6.6, 'votes_count': 101810}",2010
tt0289848,movie,Analyze That,Analyze That,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTc0OTYwMzQ5OF5BMl5BanBnXkFtZTYwMzQyMDg5._V1_.jpg', 'width': 450, 'height': 668}","{'aggregate_rating': 5.9, 'votes_count': 91490}",2002
tt0120749,movie,Mercury Rising,Mercury Rising,"{'url': 'https://m.media-amazon.com/images/M/MV5BZGIzM2NmZWMtYjY5My00NzNmLTkxMjUtYWZkYzBmYmVhNGU5XkEyXkFqcGc@._V1_.jpg', 'width': 736, 'height': 1090}","{'aggregate_rating': 6.1, 'votes_count': 79842}",1998
tt0146984,movie,The Legend of Bagger Vance,The Legend of Bagger Vance,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTczMGVhYjgtM2MxNy00NmU0LWIxNjctZWU2ODg1M2U3ODcyXkEyXkFqcGc@._V1_.jpg', 'width': 800, 'height': 1188}","{'aggregate_rating': 6.7, 'votes_count': 60998}",2000
tt0455499,movie,Garfield: A Tail of Two Kitties,Garfield: A Tail of Two Kitties,"{'url': 'https://m.media-amazon.com/images/M/MV5BNTRhMGU5NmYtOTVmNy00OGMzLWFhMWYtZjNlNWY3ZTY3MjBkXkEyXkFqcGc@._V1_.jpg', 'width': 1386, 'height': 2048}","{'aggregate_rating': 5, 'votes_count': 49545}",2006
tt0822847,movie,Priest,Priest,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTQ1MTAwODc3OV5BMl5BanBnXkFtZTcwNzI0MDQ3NA@@._V1_.jpg', 'width': 1382, 'height': 2048}","{'aggregate_rating': 5.7, 'votes_count': 127198}",2011
tt0119081,movie,Event Horizon,Event Horizon,"{'url': 'https://m.media-amazon.com/images/M/MV5BM2M4ZTI2MjMtYjVlNy00Y2E3LTgzM2EtNDA0NTUzZmQxZjY3XkEyXkFqcGc@._V1_.jpg', 'width': 1200, 'height': 1793}","{'aggregate_rating': 6.6, 'votes_count': 207025}",1997
tt0387877,movie,The Black Dahlia,The Black Dahlia,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTg0MDc1OTQ5NF5BMl5BanBnXkFtZTcwNzE1ODUzMQ@@._V1_.jpg', 'width': 2025, 'height': 3000}","{'aggregate_rating': 5.6, 'votes_count': 78738}",2006
tt0272020,movie,The Last Castle,The Last Castle,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTk0MzUxNGQtYTg2MC00OTJmLWE5YTAtMzI4NzlhZGFjNTBmXkEyXkFqcGc@._V1_.jpg', 'width': 550, 'height': 800}","{'aggregate_rating': 6.9, 'votes_count': 87873}",2001
tt1837709,movie,Winter's Tale,Winter's Tale,"{'url': 'https://m.media-amazon.com/images/M/MV5BYzQyNGM3NTEtYWNkYy00ODVmLWI3ODgtMDU2ZTA2MDUzZjZlXkEyXkFqcGc@._V1_.jpg', 'width': 800, 'height': 1184}","{'aggregate_rating': 6.1, 'votes_count': 58305}",2014
tt0765476,movie,Meet Dave,Meet Dave,"{'url': 'https://m.media-amazon.com/images/M/MV5BOTMyMDVkMDEtNzc1Yy00ZDA0LWJkNDMtZmFmN2I5MGIzMzhhXkEyXkFqcGc@._V1_.jpg', 'width': 960, 'height': 1440}","{'aggregate_rating': 5.1, 'votes_count': 45144}",2008
tt0131369,movie,Edtv,EDtv,"{'url': 'https://m.media-amazon.com/images/M/MV5BN2UzMzljOGEtZjYzZS00ZmNmLTg4NzctYWI2NDI4NjEwOGEwXkEyXkFqcGc@._V1_.jpg', 'width': 580, 'height': 856}","{'aggregate_rating': 6.1, 'votes_count': 46035}",1999
tt0831887,movie,The Spirit,The Spirit,"{'url': 'https://m.media-amazon.com/images/M/MV5BNDcyMTc1NzgwNF5BMl5BanBnXkFtZTcwNzUyMDUwMg@@._V1_.jpg', 'width': 510, 'height': 755}","{'aggregate_rating': 4.7, 'votes_count': 63747}",2008
tt0460780,movie,In the Name of the King: A Dungeon Siege Tale,In the Name of the King: A Dungeon Siege Tale,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTQ4ODI0ODA1Ml5BMl5BanBnXkFtZTcwNzMzMjU1MQ@@._V1_.jpg', 'width': 500, 'height': 717}","{'aggregate_rating': 3.8, 'votes_count': 52365}",2007
tt4591310,movie,The Monkey King 2,Xi You Ji: Sun Wukong san da Baigu Jing,"{'url': 'https://m.media-amazon.com/images/M/MV5BMzRhMzg5MDYtNTk0Mi00MzIzLWI5MDQtMTBkM2M2NjkyMGJiXkEyXkFqcGc@._V1_.jpg', 'width': 857, 'height': 1200}","{'aggregate_rating': 5.9, 'votes_count': 3650}",2016
tt1431045,movie,Deadpool,Deadpool,"{'url': 'https://m.media-amazon.com/images/M/MV5BNzY3ZWU5NGQtOTViNC00ZWVmLTliNjAtNzViNzlkZWQ4YzQ4XkEyXkFqcGc@._V1_.jpg', 'width': 2000, 'height': 3000}","{'aggregate_rating': 8, 'votes_count': 1212750}",2016
tt2179136,movie,American Sniper,American Sniper,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTkxNzI3ODI4Nl5BMl5BanBnXkFtZTgwMjkwMjY4MjE@._V1_.jpg', 'width': 1382, 'height': 2048}","{'aggregate_rating': 7.3, 'votes_count': 553497}",2014
tt0425123,movie,Just Like Heaven,Just Like Heaven,"{'url': 'https://m.media-amazon.com/images/M/MV5BYjQ5MDc1OWEtOTAzZS00OWE1LWE5MmMtMGRlMDExZTRhZTQyXkEyXkFqcGc@._V1_.jpg', 'width': 2015, 'height': 3000}","{'aggregate_rating': 6.7, 'votes_count': 122615}",2005
tt0095956,movie,Rambo III,Rambo III,"{'url': 'https://m.media-amazon.com/images/M/MV5BNzBjYjk0MDMtNmUyYi00MjJlLWEwZmMtMGZlYWI1OTEwMjdkXkEyXkFqcGc@._V1_.jpg', 'width': 994, 'height': 1538}","{'aggregate_rating': 5.8, 'votes_count': 145747}",1988
tt2479478,movie,The Ridiculous 6,The Ridiculous 6,"{'url': 'https://m.media-amazon.com/images/M/MV5BNzM2NWQzMzAtYzdiNi00YTk0LWEyNjQtOTJkMTk4YTdlYmY2XkEyXkFqcGc@._V1_.jpg', 'width': 509, 'height': 755}","{'aggregate_rating': 4.9, 'votes_count': 56353}",2015
tt2234155,movie,The Internship,The Internship,"{'url': 'https://m.media-amazon.com/images/M/MV5BMjM1MzczMDgwOV5BMl5BanBnXkFtZTcwMDM4NjM2OQ@@._V1_.jpg', 'width': 509, 'height': 755}","{'aggregate_rating': 6.3, 'votes_count': 222307}",2013
tt0485985,movie,Red Tails,Red Tails,"{'url': 'https://m.media-amazon.com/images/M/MV5BNDViZGNhNmMtYWM2OS00ZjIzLTgyMTktNTM0Y2VkYzcwMDAwXkEyXkFqcGc@._V1_.jpg', 'width': 1080, 'height': 1600}","{'aggregate_rating': 5.9, 'votes_count': 38084}",2012
tt1232200,movie,That's My Boy,That's My Boy,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTM3NDMyNzgzMV5BMl5BanBnXkFtZTcwMjIyMTA1Nw@@._V1_.jpg', 'width': 972, 'height': 1440}","{'aggregate_rating': 5.6, 'votes_count': 116340}",2012
tt0367479,movie,After the Sunset,After the Sunset,"{'url': 'https://m.media-amazon.com/images/M/MV5BYTNjNDk1MmEtMTBiZS00M2EwLTk4YTAtNDVhMjJkNDgxYzU2XkEyXkFqcGc@._V1_.jpg', 'width': 1012, 'height': 1500}","{'aggregate_rating': 6.2, 'votes_count': 51101}",2004
tt0238112,movie,Captain Corelli's Mandolin,Captain Corelli's Mandolin,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTA3Nzg5YzYtMDIzNy00ZmNlLWIxN2UtNTFhM2M5MmMyYmJkXkEyXkFqcGc@._V1_.jpg', 'width': 1016, 'height': 1500}","{'aggregate_rating': 5.9, 'votes_count': 36873}",2001
tt0351977,movie,Walking Tall,Walking Tall,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTM0MjYzNzM1N15BMl5BanBnXkFtZTcwMDcwNDc3NA@@._V1_.jpg', 'width': 690, 'height': 1023}","{'aggregate_rating': 6.3, 'votes_count': 112645}",2004
tt0952640,movie,Alvin and the Chipmunks,Alvin and the Chipmunks,"{'url': 'https://m.media-amazon.com/images/M/MV5BNDVjMWNkNjEtOGU5YS00Y2Q2LTgwYjMtMTg0YWM2ZGE2MDM3XkEyXkFqcGc@._V1_.jpg', 'width': 1018, 'height': 1500}","{'aggregate_rating': 5.3, 'votes_count': 100531}",2007
tt0114148,movie,Pocahontas,Pocahontas,"{'url': 'https://m.media-amazon.com/images/M/MV5BY2ZlNTUxM2MtYmJhYS00Y2E5LTlmYTItZDhlNWJmMmRiYTYzXkEyXkFqcGc@._V1_.jpg', 'width': 507, 'height': 755}","{'aggregate_rating': 6.7, 'votes_count': 211711}",1995
tt0117218,movie,The Nutty Professor,The Nutty Professor,"{'url': 'https://m.media-amazon.com/images/M/MV5BMjE0NjI1YTMtYWFiZi00Zjc1LWE5NzgtMTdlMWMwOTczZWJkXkEyXkFqcGc@._V1_.jpg', 'width': 800, 'height': 1207}","{'aggregate_rating': 5.7, 'votes_count': 128154}",1996
tt0119190,movie,George of the Jungle,George of the Jungle,"{'url': 'https://m.media-amazon.com/images/M/MV5BOWYwMzU2MDgtNTJmNy00MGRjLWI4N2ItNjA2ZGZkMTVjNjhmXkEyXkFqcGc@._V1_.jpg', 'width': 515, 'height': 755}","{'aggregate_rating': 5.6, 'votes_count': 87528}",1997
tt1535109,movie,Captain Phillips,Captain Phillips,"{'url': 'https://m.media-amazon.com/images/M/MV5BMWYyNjI3ZjEtNGE5ZS00MDgxLWIzNGEtZTgzNDVlZjZjYWU5XkEyXkFqcGc@._V1_.jpg', 'width': 2025, 'height': 3000}","{'aggregate_rating': 7.8, 'votes_count': 509356}",2013
tt0112642,movie,Casper,Casper,"{'url': 'https://m.media-amazon.com/images/M/MV5BZjYzZWZlYzYtZWZkYy00YjRkLWIxN2EtNjY1MGZmYmQxYTIxXkEyXkFqcGc@._V1_.jpg', 'width': 1666, 'height': 2483}","{'aggregate_rating': 6.2, 'votes_count': 153285}",1995
tt0252076,movie,Maid in Manhattan,Maid in Manhattan,"{'url': 'https://m.media-amazon.com/images/M/MV5BZWZmNGI2Y2QtMjBmNi00ZDNhLWE2ZWMtMTAwYzdkNjMwY2NkXkEyXkFqcGc@._V1_.jpg', 'width': 1175, 'height': 1763}","{'aggregate_rating': 5.4, 'votes_count': 99937}",2002
tt0454921,movie,The Pursuit of Happyness,The Pursuit of Happyness,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTQ5NjQ0NDI3NF5BMl5BanBnXkFtZTcwNDI0MjEzMw@@._V1_.jpg', 'width': 1378, 'height': 2048}","{'aggregate_rating': 8, 'votes_count': 595324}",2006
tt0109635,movie,Disclosure,Disclosure,"{'url': 'https://m.media-amazon.com/images/M/MV5BYmRlNTA4NGQtOTFlYy00NDk5LWEzOWYtNjMyMjI3NDdlNjRmXkEyXkFqcGc@._V1_.jpg', 'width': 800, 'height': 1196}","{'aggregate_rating': 6.2, 'votes_count': 56665}",1994
tt0266697,movie,Kill Bill: Vol. 1,Kill Bill: Vol. 1,"{'url': 'https://m.media-amazon.com/images/M/MV5BZmMyYzJlZmYtY2I3NC00NjAyLTkyZWItZjdjZDI1YTYyYTEwXkEyXkFqcGc@._V1_.jpg', 'width': 554, 'height': 831}","{'aggregate_rating': 8.2, 'votes_count': 1257353}",2003
tt0378194,movie,Kill Bill: Vol. 2,Kill Bill: Vol. 2,"{'url': 'https://m.media-amazon.com/images/M/MV5BY2FiNzhiZTctNzU1Mi00NDkwLWExNDMtZTg0MjYyNzhkNWNkXkEyXkFqcGc@._V1_.jpg', 'width': 580, 'height': 859}","{'aggregate_rating': 8, 'votes_count': 841170}",2004
tt0104070,movie,Death Becomes Her,Death Becomes Her,"{'url': 'https://m.media-amazon.com/images/M/MV5BNTczYmEyMmEtMmJlYi00YjI2LTg3MzUtMzEyODUwYWYzNjJhXkEyXkFqcGc@._V1_.jpg', 'width': 1499, 'height': 2265}","{'aggregate_rating': 6.7, 'votes_count': 142994}",1992
tt0116253,movie,Executive Decision,Executive Decision,"{'url': 'https://m.media-amazon.com/images/M/MV5BYTExYWQzMWMtZjdjYy00OWQ3LWJjY2ItYjU4YWQ4M2NmMTJlXkEyXkFqcGc@._V1_.jpg', 'width': 797, 'height': 1183}","{'aggregate_rating': 6.5, 'votes_count': 63806}",1996
tt0865556,movie,The Forbidden Kingdom,The Forbidden Kingdom,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTUwNTExMTg3NF5BMl5BanBnXkFtZTcwNDYyMTM2MQ@@._V1_.jpg', 'width': 519, 'height': 800}","{'aggregate_rating': 6.5, 'votes_count': 111968}",2008
tt8690918,tvSeries,Resident Alien,Resident Alien,"{'url': 'https://m.media-amazon.com/images/M/MV5BYzczMDI5NzQtODdmYS00NTcwLTg1MTYtNmU5NWY1NDA5ZGRkXkEyXkFqcGc@._V1_.jpg', 'width': 1000, 'height': 1500}","{'aggregate_rating': 8, 'votes_count': 77362}",2021
tt0122690,movie,Ronin,Ronin,"{'url': 'https://m.media-amazon.com/images/M/MV5BYzU0MDEwOGMtZWFlMy00ZjllLWFmMWQtYWIxN2M1YmU5ZWQwXkEyXkFqcGc@._V1_.jpg', 'width': 800, 'height': 1182}","{'aggregate_rating': 7.2, 'votes_count': 202707}",1998
tt1109624,movie,Paddington,Paddington,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTAxOTMwOTkwNDZeQTJeQWpwZ15BbWU4MDEyMTI1NjMx._V1_.jpg', 'width': 1383, 'height': 2048}","{'aggregate_rating': 7.3, 'votes_count': 148691}",2014
tt0269347,movie,The Hunted,The Hunted,"{'url': 'https://m.media-amazon.com/images/M/MV5BOGYyZGExZTMtNjBmNC00Y2E2LThlYmUtZTkyNDVjZjFmODljXkEyXkFqcGc@._V1_.jpg', 'width': 876, 'height': 1297}","{'aggregate_rating': 6.1, 'votes_count': 53321}",2003
tt0338466,movie,Stuck on You,Stuck on You,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTYwODE1MTc3NF5BMl5BanBnXkFtZTcwMjQxMzQyMQ@@._V1_.jpg', 'width': 536, 'height': 800}","{'aggregate_rating': 5.8, 'votes_count': 56005}",2003
tt1430626,movie,The Pirates! Band of Misfits,The Pirates! In an Adventure with Scientists!,"{'url': 'https://m.media-amazon.com/images/M/MV5BYjAyNDc5ZTYtZGQyZi00NGFkLWI0Y2MtNTU5YTgxNGVjY2Y1XkEyXkFqcGc@._V1_.jpg', 'width': 864, 'height': 1280}","{'aggregate_rating': 6.7, 'votes_count': 53122}",2012
tt0115857,movie,Chain Reaction,Chain Reaction,"{'url': 'https://m.media-amazon.com/images/M/MV5BZjE2NzcyYjQtODIwYy00ZDAyLWJhYTktNGI2MWU2NzQyNmJhXkEyXkFqcGc@._V1_.jpg', 'width': 1447, 'height': 2145}","{'aggregate_rating': 5.7, 'votes_count': 58376}",1996
tt0293508,movie,The Phantom of the Opera,The Phantom of the Opera,"{'url': 'https://m.media-amazon.com/images/M/MV5BNDczNzg4OTM3MV5BMl5BanBnXkFtZTcwOTQzMTEzMw@@._V1_.jpg', 'width': 1386, 'height': 2048}","{'aggregate_rating': 7.2, 'votes_count': 135160}",2004
tt0402022,movie,Æon Flux,Æon Flux,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTc2Mzg0NjA2N15BMl5BanBnXkFtZTcwOTc5NjQzMw@@._V1_.jpg', 'width': 1382, 'height': 2048}","{'aggregate_rating': 5.4, 'votes_count': 135300}",2005
tt0120390,movie,Turbulence,Turbulence,"{'url': 'https://m.media-amazon.com/images/M/MV5BYWI5MDkyMzEtNTc3ZC00YjBmLWJlNDItN2Y2ZGE4NDRiYTA2XkEyXkFqcGc@._V1_.jpg', 'width': 1953, 'height': 2891}","{'aggregate_rating': 5, 'votes_count': 13179}",1997
tt2281587,movie,Muppets Most Wanted,Muppets Most Wanted,"{'url': 'https://m.media-amazon.com/images/M/MV5BNDY2MTE0ODM4NF5BMl5BanBnXkFtZTgwMDI3Mjc2MDE@._V1_.jpg', 'width': 1382, 'height': 2048}","{'aggregate_rating': 6.4, 'votes_count': 38371}",2014
tt1126591,movie,Burlesque,Burlesque,"{'url': 'https://m.media-amazon.com/images/M/MV5BMjczYmE1NWMtNDE2Ni00MzNlLTlkZDUtYjc1OWFkZDJmZGFmXkEyXkFqcGc@._V1_.jpg', 'width': 867, 'height': 1280}","{'aggregate_rating': 6.4, 'votes_count': 97000}",2010
tt0119558,movie,Lolita,Lolita,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTRmN2FlYjUtOTQyNi00YTA3LWI0Y2YtNDIyMWQ0Y2IwYjhlXkEyXkFqcGc@._V1_.jpg', 'width': 580, 'height': 863}","{'aggregate_rating': 6.8, 'votes_count': 71343}",1997
tt0187738,movie,Blade II,Blade II,"{'url': 'https://m.media-amazon.com/images/M/MV5BMGE5ZmY2NzEtZTEyMi00MWIyLThmOWYtYzJkOTQ0Y2U3ZWU1XkEyXkFqcGc@._V1_.jpg', 'width': 800, 'height': 1184}","{'aggregate_rating': 6.7, 'votes_count': 246009}",2002
tt1308729,movie,Bullet to the Head,Bullet to the Head,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTM4NzUyMjk2NV5BMl5BanBnXkFtZTcwOTUxNDc5OA@@._V1_.jpg', 'width': 1414, 'height': 2048}","{'aggregate_rating': 5.7, 'votes_count': 53586}",2012
tt0368709,movie,Elizabethtown,Elizabethtown,"{'url': 'https://m.media-amazon.com/images/M/MV5BNTEyZWU4YmMtNTQwNC00OWM4LThkNzktNmQ1YmJkY2NjZDE1XkEyXkFqcGc@._V1_.jpg', 'width': 1368, 'height': 1872}","{'aggregate_rating': 6.3, 'votes_count': 74270}",2005
tt0081573,movie,Superman II,Superman II,"{'url': 'https://m.media-amazon.com/images/M/MV5BNzg5ZjJkNGEtNzhjNy00YzI4LTlkZjItNTViNmYxNGZlZWE2XkEyXkFqcGc@._V1_.jpg', 'width': 1766, 'height': 2649}","{'aggregate_rating': 6.8, 'votes_count': 119804}",1980
tt0041113,movie,All the King's Men,All the King's Men,"{'url': 'https://m.media-amazon.com/images/M/MV5BNDM0Mjc3NmEtMTIzOS00OWZkLTkwODgtN2QyNGYzNjA0MDYwXkEyXkFqcGc@._V1_.jpg', 'width': 990, 'height': 1500}","{'aggregate_rating': 7.4, 'votes_count': 17603}",1949
tt0118617,movie,Anastasia,Anastasia,"{'url': 'https://m.media-amazon.com/images/M/MV5BMGY2YjdjNTItMGIzOC00MDNhLTkxNDMtNzgxN2U4YzA3YzRlXkEyXkFqcGc@._V1_.jpg', 'width': 1955, 'height': 2896}","{'aggregate_rating': 7.2, 'votes_count': 142535}",1997
tt0249478,movie,Domestic Disturbance,Domestic Disturbance,"{'url': 'https://m.media-amazon.com/images/M/MV5BOTcxZjFlYjMtZjM3MS00NmI5LWFmZjctMjYxN2NkZTc0MWZjXkEyXkFqcGc@._V1_.jpg', 'width': 550, 'height': 800}","{'aggregate_rating': 5.6, 'votes_count': 29484}",2001
tt0418689,movie,Flags of Our Fathers,Flags of Our Fathers,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTU2MjYxMjMyMF5BMl5BanBnXkFtZTYwMzAwMDc3._V1_.jpg', 'width': 450, 'height': 666}","{'aggregate_rating': 7.1, 'votes_count': 132347}",2006
tt0462322,movie,Grindhouse,Grindhouse,"{'url': 'https://m.media-amazon.com/images/M/MV5BMjA0MzExNzc3MV5BMl5BanBnXkFtZTcwODAxMzM0MQ@@._V1_.jpg', 'width': 496, 'height': 755}","{'aggregate_rating': 7.5, 'votes_count': 194500}",2007
tt0338216,movie,Lucky You,Lucky You,"{'url': 'https://m.media-amazon.com/images/M/MV5BNzcyMzgwNzU2N15BMl5BanBnXkFtZTcwMDcyODYzMw@@._V1_.jpg', 'width': 1389, 'height': 2048}","{'aggregate_rating': 5.9, 'votes_count': 21444}",2007
tt1790885,movie,Zero Dark Thirty,Zero Dark Thirty,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTQ4OTUyNzcwN15BMl5BanBnXkFtZTcwMTQ1NDE3OA@@._V1_.jpg', 'width': 1012, 'height': 1500}","{'aggregate_rating': 7.4, 'votes_count': 332025}",2012
tt0795421,movie,Mamma Mia!,Mamma Mia!,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTA2MDU0MjM0MzReQTJeQWpwZ15BbWU3MDYwNzgwNzE@._V1_.jpg', 'width': 675, 'height': 1000}","{'aggregate_rating': 6.5, 'votes_count': 293050}",2008
tt0078607,tvSeries,The Dukes of Hazzard,The Dukes of Hazzard,"{'url': 'https://m.media-amazon.com/images/M/MV5BNmQ4NzBmNjMtMTNmMy00YzA4LWE0NDgtOTIwODVhZDM1MDJiXkEyXkFqcGc@._V1_.jpg', 'width': 1400, 'height': 2100}","{'aggregate_rating': 7.1, 'votes_count': 17032}",1979,1985
tt1488555,movie,The Change-Up,The Change-Up,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTk3NTM4NDg3OF5BMl5BanBnXkFtZTcwNDk3MzEwNQ@@._V1_.jpg', 'width': 1382, 'height': 2048}","{'aggregate_rating': 6.3, 'votes_count': 201654}",2011
tt0112641,movie,Casino,Casino,"{'url': 'https://m.media-amazon.com/images/M/MV5BMDRlZWZjZjYtYzY2NS00ZWVjLTkwYzAtZTA2ZDAzMGRiYmYwXkEyXkFqcGc@._V1_.jpg', 'width': 800, 'height': 1200}","{'aggregate_rating': 8.2, 'votes_count': 596288}",1995
tt0245803,movie,Bulletproof Monk,Bulletproof Monk,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTEwODkxNzE4NzVeQTJeQWpwZ15BbWU3MDY5NDYwMzQ@._V1_.jpg', 'width': 682, 'height': 1023}","{'aggregate_rating': 5.5, 'votes_count': 53227}",2003
tt0414853,movie,Barnyard,Barnyard,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTU2NDE0ODYyNF5BMl5BanBnXkFtZTcwNjQ3NzAzMQ@@._V1_.jpg', 'width': 771, 'height': 1200}","{'aggregate_rating': 5.6, 'votes_count': 36833}",2006
tt1259571,movie,The Twilight Saga: New Moon,The Twilight Saga: New Moon,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTI3MjE3NDIxNF5BMl5BanBnXkFtZTcwODM3NTY5Mg@@._V1_.jpg', 'width': 865, 'height': 1280}","{'aggregate_rating': 4.8, 'votes_count': 312284}",2009
tt1385826,movie,The Adjustment Bureau,The Adjustment Bureau,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTU3ODg3MDAxMl5BMl5BanBnXkFtZTcwMjc0MDMzNA@@._V1_.jpg', 'width': 1013, 'height': 1500}","{'aggregate_rating': 7, 'votes_count': 277864}",2011
tt0116695,movie,Jerry Maguire,Jerry Maguire,"{'url': 'https://m.media-amazon.com/images/M/MV5BM2E1ZjU1MjctZjU2Yi00MGE1LWI1MDEtYzBlMWJlNDc1NTQxXkEyXkFqcGc@._V1_.jpg', 'width': 1971, 'height': 2922}","{'aggregate_rating': 7.3, 'votes_count': 300608}",1996
tt0119822,movie,As Good as It Gets,As Good as It Gets,"{'url': 'https://m.media-amazon.com/images/M/MV5BMzBiMWJhYmQtOWYzNS00NjgxLWE5NDItNzZlZDQwODBmODNjXkEyXkFqcGc@._V1_.jpg', 'width': 580, 'height': 858}","{'aggregate_rating': 7.7, 'votes_count': 329894}",1997
tt1229340,movie,Anchorman 2: The Legend Continues,Anchorman 2: The Legend Continues,"{'url': 'https://m.media-amazon.com/images/M/MV5BMjE5ODk0NjQzNV5BMl5BanBnXkFtZTgwODk4MDA1MDE@._V1_.jpg', 'width': 464, 'height': 690}","{'aggregate_rating': 6.3, 'votes_count': 198098}",2013
tt1650062,movie,Super 8,Super 8,"{'url': 'https://m.media-amazon.com/images/M/MV5BMjIzNjEyMzcwOF5BMl5BanBnXkFtZTcwMTkyMjE0NQ@@._V1_.jpg', 'width': 1381, 'height': 2048}","{'aggregate_rating': 7, 'votes_count': 374791}",2011
tt0251127,movie,How to Lose a Guy in 10 Days,How to Lose a Guy in 10 Days,"{'url': 'https://m.media-amazon.com/images/M/MV5BMjE4NTA1NzExN15BMl5BanBnXkFtZTYwNjc3MjM3._V1_.jpg', 'width': 400, 'height': 591}","{'aggregate_rating': 6.5, 'votes_count': 301096}",2003
tt0110148,movie,Interview with the Vampire,Interview with the Vampire: The Vampire Chronicles,"{'url': 'https://m.media-amazon.com/images/M/MV5BYzJlN2NiZDQtZmI4NC00ZWFiLWFmMTUtMWM4ODVlOGFlODY1XkEyXkFqcGc@._V1_.jpg', 'width': 1001, 'height': 1500}","{'aggregate_rating': 7.5, 'votes_count': 364671}",1994
tt26656917,tvSeries,The Agency: Central Intelligence,The Agency: Central Intelligence,"{'url': 'https://m.media-amazon.com/images/M/MV5BMWYzNDM4MDEtY2Y2My00MDE3LWIyMzktMTAwZTQ5YWFhZjk2XkEyXkFqcGc@._V1_.jpg', 'width': 1920, 'height': 2880}","{'aggregate_rating': 7.4, 'votes_count': 22909}",2024
